#,FOIAID,name,active,agency,official name,npi,station number,state,facility type,visn,parent,taxonomy
711,4-711,ZZ KERRVILLE,True,VA,,,5919AA,TEXAS,NHC,,,
712,4-712,ZZ KNOXVILLE,True,VA,,,5929AA,IOWA,NHC,,,
713,4-713,ZZ LAKE CITY,True,VA,,,5949AA,FLORIDA,NHC,,,
714,4-714,LEBANON NHC,False,VA,,,5959AA,PENNSYLVANIA,NHC,,LEBANON VAMC,
715,4-715,LEXINGTON NHCU,False,VA,LEXINGTON NHCU,,5969AA,KENTUCKY,NHC,VISN 9,LEXINGTON-LD VAMC,
716,4-716,ZZ LINCOLN,True,VA,,,5979AA,NEBRASKA,NHC,,,
717,4-717,LITTLE ROCK NURSING HOME ,False,VA,LITTLE ROCK, AR NURSING HOME CARE UNIT,,5989AA,ARKANSAS,NHC,VISN 16,CENTRAL ARKANSAS HCS,
718,4-718,ZZLONG BEACH NHCU,True,VA,ZZLONG BEACH NHCU,,6009AA,CALIFORNIA,NHC,,,
719,4-719,LOUISVILLE (CNH),False,VA,,,6039AA,KENTUCKY,NHC,VISN 9,LOUISVILLE, KY VAMC,
720,4-720,ZZ LYONS,True,VA,,,6049AA,NEW JERSEY,NHC,,,
721,4-721,LOMA LINDA NHC,False,VA,LOMA LINDA NURSING HOME CARE,,6059AA,CALIFORNIA,NHC,VISN 22,LOMA LINDA VAMC,
722,4-722,MANCHESTER NHC,False,VA,,,6089AA,NEW HAMPSHIRE,NHC,,MANCHESTER VAMC,
723,4-723,MANCHESTER STATE HOME,False,,,,6089AF,NEW HAMPSHIRE,STNB,,MANCHESTER VAMC,
724,4-724,ZZ MARION NHC,True,VA,,,6099AA,ILLINOIS,NHC,,,
725,4-725,MARION,False,VA,,,6109AA,INDIANA,NHC,,MARION, IN,
726,4-726,ZZ MARLIN,True,VA,,,6119AA,TEXAS,NHC,,,
727,4-727,MARTINEZ NHCU,False,VA,,,6129AA,CALIFORNIA,NHC,,NORTHERN CALIFORNIA HCS,
728,4-728,MARTINSBURG NHC,False,VA,,,6139AA,WEST VIRGINIA,NHC,,,
729,4-729,ZZ MEMPHIS NHCU,True,VA,MEMPHIS NHCU,,6149AA,TENNESSEE,NHC,,,
730,4-730,ZZ MILES CITY,True,VA,,,6179AA,MONTANA,NHC,,,
731,4-731,MINNEAPLS NHC,False,VA,,,6189AA,MINNESOTA,NHC,VISN 23,MINNEAPOLIS VAMC,
732,4-732,MINNEAPLS STATE HOME,False,,,,6189AF,MINNESOTA,STNB,VISN 23,MINNEAPOLIS VAMC,
733,4-733,ZZ MONTGOMERY,True,VA,,,6199AA,ALABAMA,NHC,,,
734,4-734,MONTROSE,False,VA,Montrose Nursing Home,,6209AA,NEW YORK,NHC,VISN 3,HUDSON VALLEY HCS VAMC,
735,4-735,MOUNTAIN HOME NHC,False,VA,,,6219AA,TENNESSEE,NHC,VISN 9,MOUNTAIN HOME VAMC,
736,4-736,MURFREESBORO NHC,False,VA,,,6229AA,TENNESSEE,NHC,,TENNESSEE VALLEY HCS,
737,4-737,MUSKOGEE NHC,False,VA,,,6239AA,OKLAHOMA,NHC,VISN 16,JACK C. MONTGOMERY VAMC,
738,4-738,ZZ NEWINGTON,True,VA,,,6279AA,CONNECTICUT,NHC,,,
739,4-739,NEW ORL-NHC,False,VA,Lindy Boggs Transitional Care Unit,,6299AA,LOUISIANA,NHC,VISN 16,SE Louisiana Veterans HCS,
740,4-740,ZZ JACKSON,True,,,,6299AF,LOUISIANA,STNB,,,
741,4-741,ZZ NEW YORK,True,VA,,,6309AA,NEW YORK,NHC,,,
742,4-742,NORTHAMPTON,False,VA,Northampton NHC,,6319AA,MASSACHUSETTS,NHC,VISN 1,NORTHAMPTON VAMC,
743,4-743,HOLYOKE (STNB),False,OTHER,Holyoke (STNB),,6319AF,MASSACHUSETTS,STNB,VISN 1,NORTHAMPTON VAMC,
744,4-744,OKLAHOMA CITY (NHCU),False,VA,,,6359AA,OKLAHOMA,NHC,VISN 16,OKLAHOMA CITY VAMC,
745,4-745,ZZ OKLAHOMA CITY,True,,,,6359AF,OKLAHOMA,STNB,,,
746,4-746,ZZ OKLAHOMA CITY,True,,,,6359AG,OKLAHOMA,STNB,,,
747,4-747,ZZ OKLAHOMA CITY,True,,,,6359AH,OKLAHOMA,STNB,,,
748,4-748,ZZ OKLAHOMA CITY,True,,,,6359AJ,OKLAHOMA,STNB,,,
749,4-749,ZZ OKLAHOMA CITY,True,,,,6359AK,OKLAHOMA,STNB,,,
750,4-750,OMAHA NHC,False,VA,,,6369AA,NEBRASKA,NHC,,VA NWIHS, OMAHA DIVISION,
751,4-751,ASHEVILLE NURSING HOME,False,VA,ASHEVILLE NURSING HOME,,6379AA,NORTH CAROLINA,NHC,VISN 6,ASHEVILLE VAMC,
752,4-752,PALO ALTO DOM,False,VA,PALO ALTO DOMICILIARY,,640BU,CALIFORNIA,DOM,VISN 21,PALO ALTO HCS,
753,4-753,PALO ALTO NHC,False,VA,,,6409AA,CALIFORNIA,NHC,VISN 21,PALO ALTO HCS,
754,4-754,ZZ PERRY POINT,True,,,,641DM,MARYLAND,CIVH,,,
755,4-755,ZZ PERRY POINT,True,,,,641DS,MARYLAND,CIVH,,,
756,4-756,ZZ PERRY POINT,True,VA,,,6419AA,MARYLAND,NHC,,,
757,4-757,ZZPNSY-PHILADELPHIA,True,NAVY,ZZPNSY-PHILADELPHIA,,642CT,PENNSYLVANIA,USNH,,,
758,4-758,PHILADELPHIA NURSING HOME,False,VA,PHILADELPHIA NURSING HOME,,6429AA,PENNSYLVANIA,NHC,VISN 4,PHILADELPHIA, PA VAMC,
759,4-759,PHOENIX NHC,False,VA,,,6449AA,ARIZONA,NHC,,PHOENIX VAMC,
760,4-760,ZZ PITTSBURGH,True,VA,,,6459AA,PENNSYLVANIA,NHC,,,
761,4-761,PITTSBURGH, PA NHC,False,VA,PITTSBURGH, PA NHC,,6469AA,PENNSYLVANIA,NHC,VISN 4,PITTSBURGH (UD), PA VAMC,
762,4-762,ZZ POPLAR BLUFF NHC,True,VA,,,6479AA,MISSOURI,NHC,,,
763,4-763,ZZ PORTLAND,True,VA,,,6489AA,OREGON,NHC,,,
764,4-764,PRESCOTT DOM,False,VA,,,649BU,ARIZONA,DOM,VISN 18,NORTHERN ARIZONA HCS,
765,4-765,PRESCOTT NHC,False,VA,,,6499AA,ARIZONA,NHC,VISN 18,NORTHERN ARIZONA HCS,
766,4-766,NHC RICHMOND,False,VA,,,6529AA,VIRGINIA,NHC,,RICHMOND VAMC,
767,4-767,ROSEBURG NHC,False,VA,,,6539AA,OREGON,NHC,VISN 20,ROSEBURG HCS,
768,4-768,ZZ RENO,True,VA,,,6549AA,NEVADA,NHC,,,
769,4-769,SAGINAW (NHCU),False,VA,SAGINAW (NHCU),,6559AA,MICHIGAN,NHC,VISN 11,SAGINAW,
770,4-770,ST. CLOUD (NHCU),False,VA,ST CLOUD NHCU,,6569AA,MINNESOTA,NHC,VISN 23,ST. CLOUD VAMC,
771,4-771,SALEM NHC,False,VA,,,6589AA,VIRGINIA,NHC,,SALEM VAMC,
772,4-772,SALISBURY NHC,False,VA,,,6599AA,NORTH CAROLINA,NHC,,SALISBURY VAMC,
773,4-773,SALT LAKE CITY NHC,False,VA,,,6609AA,UTAH,NHC,,SALT LAKE CITY HCS,
774,4-774,SAN FRAN NHC,False,VA,,,6629AA,CALIFORNIA,NHC,VISN 21,SAN FRANCISCO VAMC,
775,4-775,SAN FRAN STNB,False,,,,6629AF,CALIFORNIA,STNB,VISN 21,SAN FRANCISCO VAMC,
776,4-776,SEATTLE,False,VA,PUGET SOUND HEALTH CARE SYSTEM - SEATTLE NHC PTF,,6639AA,WASHINGTON,NHC,VISN 20,PUGET SOUND HCS,
777,4-777,SEATTLE,False,VA,PUGET SOUND HEALTH CARE SYSTEM - SEATTLE STNB PTF,,6639AF,WASHINGTON,STNB,VISN 20,PUGET SOUND HCS,
778,4-778,SEATTLE,False,VA,PUGET SOUND HEALTH CARE SYSTEM - SEATTLE STNB PTF,,6639AG,WASHINGTON,STNB,VISN 20,PUGET SOUND HCS,
779,4-779,ZZ SEPULVEDA (NHCU),True,VA,,,6659AA,CALIFORNIA,NHC,,,
780,4-780,SAN DIEGO NHC,False,VA,,,6649AA,CALIFORNIA,NHC,,SAN DIEGO HCS,
781,4-781,SHERIDAN NHCU,False,OTHER,SHERIDAN NHCU,,6669AA,WYOMING,NHC,VISN 19,SHERIDAN, WY VAMC,
782,4-782,SPOKANE NHC,False,VA,,,6689AA,WASHINGTON,NHC,,SPOKANE VAMC,
783,4-783,SYRACUSE NHCU,False,VA,,,5289AD,NEW YORK,NHC,VISN 2,,
784,4-784,ZZ SYRACUSE,True,,,,6709AF,NEW YORK,STNB,,,
785,4-785,SAN ANTONIO NHC,False,VA,,,6719AA,TEXAS,NHC,VISN 17,SOUTH TEXAS HCS,
786,4-786,SAN JUAN,False,NAVY,US NAVAL HOSPITAL,,672CT,PUERTO RICO,USNH,VISN 8,SAN JUAN VAMC,
787,4-787,SAN JUAN NHC,False,VA,,,6729AA,PUERTO RICO,NHC,,SAN JUAN VAMC,
788,4-788,TAMPA NHCU,False,VA,JAMES A. HALEY NHCU,,6739AA,FLORIDA,NHC,VISN 8,TAMPA VAMC,
789,4-789,TEMPLE,False,VA,Temple, Tx  Domiciliary,,674BU,TEXAS,DOM,VISN 17,CENTRAL TEXAS HCS,
790,4-790,TEMPLE NHC,False,VA,,,6749AA,TEXAS,NHC,,CENTRAL TEXAS HCS,
791,4-791,TOMAH NHC,False,VA,,,6769AA,WISCONSIN,NHC,,TOMAH VAMC,
792,4-792,ZZ TOPEKA NURSING HOME,True,VA,,,6779AA,KANSAS,NHC,,,
793,4-793,TUCSON NHC,False,VA,,,6789AA,ARIZONA,NHC,,SOUTHERN ARIZONA VA HCS,
794,4-794,TUSCALOOSA NHC,False,VA,TUSCALOOSA VA MEDICAL CENTER,,6799AA,ALABAMA,NHC,VISN 7,TUSCALOOSA,
795,4-795,ZZ TUSKEGEE,True,VA,,,6809AA,ALABAMA,NHC,,,
796,4-796,ZZ WACO,True,VA,,,6859AA,TEXAS,NHC,,,
797,4-797,ZZ LEAVENWORTH DOM,True,VA,,,686BU,KANSAS,DOM,,,
798,4-798,ZZ LEAVENWORTH NHCU,True,VA,,,6869AA,KANSAS,NHC,,,
799,4-799,WALLA WALLA NHC,False,VA,,,6879AA,WASHINGTON,NHC,VISN 20,WALLA WALLA VAMC,
800,4-800,BETHESDA NAVEL,False,VA,BETHESDA NAVEL,,688CT,MARYLAND,USNH,VISN 5,WASHINGTON,
801,4-801,WASHINGTON NHC,False,VA,,,6889AA,DISTRICT OF COLUMBIA,NHC,,WASHINGTON,
802,4-802,WEST HAVEN NHC,False,VA,,,6899AA,CONNECTICUT,NHC,,CONNECTICUT HCS,
803,4-803,ZZ WHITE CITY,True,VA,VA DOMICILIARY,,692BU,OREGON,DOM,,,
804,4-804,WHITE CITY, CIVH,False,VA,WHITE CITY, CIVH,,692DS,OREGON,CIVH,VISN 20,WHITE CITY VAMC,
805,4-805,WILKES-BARRE (NHC),False,VA,,,6939AA,PENNSYLVANIA,NHC,,WILKES-BARRE VAMC,
806,4-806,MILWAUKEE NHC,False,VA,Clement J Zablocki,,6959AA,WISCONSIN,NHC,VISN 12,MILWAUKEE VAMC,
807,4-807,WEST PALM BEACH VAMC,False,VA,,1790734176,548,FLORIDA,VAMC,VISN 8,,Hospitals
808,4-808,AUSTIN,False,VA,Austin, Tx  OPC,1538110739,674BY,TEXAS,OPC,VISN 17,CENTRAL TEXAS HCS,Ambulatory Health Care Facilities
809,4-809,SAVANNAH OPC-CHARLESTON,False,VA,SAVANNAH PRIMARY CARE CLINIC,1851339451,534BY,GEORGIA,CBOC,VISN 7,,Ambulatory Health Care Facilities
810,4-810,YOUNGSTOWN CBOC,False,VA,YOUNGSTOWN CBOC,1831139203,541BZ,OHIO,CBOC,VISN 10,CLEVELAND VAMC,Ambulatory Health Care Facilities
811,4-811,FORUM,False,VA,FORUM,,120,MARYLAND,OTHER,,,
812,4-812,HINES, IL (BDC),False,VA,,,282,ILLINOIS,OTHER,,,
813,4-813,TALLAHASSEE,False,VA,TALLAHASSEE,1902830508,573GF,FLORIDA,OPC,VISN 8,N. FLORIDA_S. GEORGIA VHS,Ambulatory Health Care Facilities
814,4-814,LIVERMORE NHC,False,VA,,,6409AB,CALIFORNIA,NHC,VISN 21,PALO ALTO HCS,
815,4-815,ZZ FT. STOCKTON CBOC,True,VA,PECOS COUNTY MEMORIAL HOSPITAL,,519HB,TEXAS,CBOC,,,
816,4-816,ZZ UTICA,True,VA,,,670GD,NEW YORK,CBOC,,,
817,4-817,ZZ HAMILTON,True,VA,,,685HA,TEXAS,ORC,,,
818,4-818,ZZSANTA ROSA,True,VA,ZZSANTA ROSA,,501HC,NEW MEXICO,OPC,,,
819,4-819,ST. LOUIS VCS,False,VA,,,785,MISSOURI,VCS,,,
820,4-820,DES MOINES OIG,False,,,,333GC,IOWA,GC,,,
821,4-821,MISSOULA CBOC,False,,MISSOULA CBOC,1245277391,436GC,MONTANA,CBOC,VISN 19,MONTANA HCS,Ambulatory Health Care Facilities
822,4-822,ZZ BROOKLYN (VAMC),True,VA,,,527,NEW YORK,VAMC,,,
823,4-823,AUSTIN (281),False,VA,AUSTIN SYSTEMS DEVELOPMENT CENTER,,281,TEXAS,OTHER,,,
824,4-824,PHILADELPHIA DELIVERY CTR,False,,,,284,PENNSYLVANIA,OTHER,,,
825,4-825,ZZ ANCHORAGE-RO,True,VA,,,363,ALASKA,RO-OC,,,
826,4-826,LAWTON (OPC),False,VA,LAWTON/FT. SILL VA OUTPATIENT CLINIC,1578506382,635GA,OKLAHOMA,OPC,VISN 16,OKLAHOMA CITY VAMC,Ambulatory Health Care Facilities
827,4-827,LANCASTER CMOP,False,VA,,,763,TEXAS,CMOP,,,
828,4-828,HINES, IL (VASDC),False,VA,,,796,ILLINOIS,OTHER,,,
829,4-829,JOLIET CBOC,False,VA,JOLIET CBOC (578GA),1104872761,578GA,ILLINOIS,CBOC,VISN 12,HINES, IL VAMC,Ambulatory Health Care Facilities
830,4-830,TOPEKA (DATA PROCESSING CNTR),False,VA,,,102,KANSAS,DPC,,,
831,4-831,STEWART ,False,VA,STEWART COUNTY COMMUNITY MED CTR,1841243300,626GA,TENNESSEE,CBOC,VISN 9,TENNESSEE VALLEY HCS,Ambulatory Health Care Facilities
832,4-832,ZZMADISON,True,VA,MADISON COMMUNITY BASED OUTPATIENT CLINIC,,626GB,TENNESSEE,CBOC,,,
833,4-833,BOWLING GREEN,False,VA,BOWLING GREEN COMMUNITY BASED OUTPATIENT CLINIC,1639120215,626GC,KENTUCKY,CBOC,VISN 9,TENNESSEE VALLEY HCS,Ambulatory Health Care Facilities
834,4-834,FT CAMPBELL CBOC,False,VA,HOPKINSVILLE COMMUNITY BASED OUTPATIENT CLINIC,1457306912,626GD,KENTUCKY,CBOC,VISN 9,TENNESSEE VALLEY HCS,Ambulatory Health Care Facilities
835,4-835,MOUNTAIN HOME, AR (CBOC),False,VA,MOUNTAIN HOME, AR CBOC,1063450617,598GA,ARKANSAS,CBOC,VISN 16,CENTRAL ARKANSAS HCS,Ambulatory Health Care Facilities
836,4-836,ZZ FT. DIX (NEW JERSEY),True,VA,FORT DIX CBOC,,561GC,NEW JERSEY,CBOC,,,
837,4-837,HACKENSACK, NJ CBOC,False,VA,HACKENSACK CBOC,1366497638,561GD,NEW JERSEY,CBOC,VISN 3,EAST ORANGE-VA NEW JERSEY HCS,Ambulatory Health Care Facilities
838,4-838,DECATUR,False,VA,DECATUR CBOC,1073566741,521GB,ALABAMA,CBOC,VISN 7,BIRMINGHAM VAMC,Ambulatory Health Care Facilities
839,4-839,FLORENCE,False,VA,FLORENCE CBOC,1689618373,521GC,ALABAMA,CBOC,VISN 7,BIRMINGHAM VAMC,Ambulatory Health Care Facilities
840,4-840,RAINBOW CITY CBOC,False,VA,RAINBOW CITY CBOC,1063450195,521GD,ALABAMA,CBOC,VISN 7,BIRMINGHAM VAMC,Ambulatory Health Care Facilities
841,4-841,ANNISTON,False,VA,ANNISTON CBOC,1306897400,521GE,ALABAMA,CBOC,VISN 7,BIRMINGHAM VAMC,Ambulatory Health Care Facilities
842,4-842,HUNTSVILLE (CBOC),False,VA,HUNTSVILLE CBOC,1043250632,521GA,ALABAMA,CBOC,VISN 7,BIRMINGHAM VAMC,Ambulatory Health Care Facilities
843,4-843,JAMESTOWN,False,VA,JAMESTOWN,1760437917,528GB,NEW YORK,CBOC,VISN 2,UPSTATE NEW YORK HCS,Ambulatory Health Care Facilities
844,4-844,DUNKIRK,False,VA,DUNKIRK,1013960574,528GC,NEW YORK,CBOC,VISN 2,UPSTATE NEW YORK HCS,Ambulatory Health Care Facilities
845,4-845,NIAGARA,False,VA,NIAGARA,1356388854,528GD,NEW YORK,CBOC,VISN 2,UPSTATE NEW YORK HCS,Ambulatory Health Care Facilities
846,4-846,ZZ CLIFTON PARK,True,VA,,,500GH,NEW YORK,CBOC,,,
847,4-847,KALISPELL CBOC,False,VA,KALISPELL CBOC,1376599787,436GF,MONTANA,CBOC,VISN 19,MONTANA HCS,Ambulatory Health Care Facilities
848,4-848,ZZ WYANDOTTE CBOC,True,VA,,,677GB,KANSAS,CBOC,,,
849,4-849,KEY LARGO CBOC,False,VA,,1043266968,546GE,FLORIDA,CBOC,VISN 8,MIAMI VAMC,Ambulatory Health Care Facilities
850,4-850,PALM DESERT CBOC,False,VA,PALM DESERT CBOC,1376581876,605GC,CALIFORNIA,CBOC,VISN 22,LOMA LINDA VAMC,Ambulatory Health Care Facilities
851,4-851,UNION GROVE,False,VA,Union Grove,1326087222,695GA,WISCONSIN,CBOC,VISN 12,MILWAUKEE VAMC,Ambulatory Health Care Facilities
852,4-852,CALAIS MAINE CBOC,False,VA,CALAIS MAINE CBOC,1528019130,402GB,MAINE,CBOC,VISN 1,TOGUS MAINE VAMC,Ambulatory Health Care Facilities
853,4-853,PONCA CITY (CBOC),False,VA,PONCA CITY CBOC VETERANS CLINIC OF NORTHERN OKLAHOMA,1639118060,635GC,OKLAHOMA,CBOC,VISN 16,OKLAHOMA CITY VAMC,Ambulatory Health Care Facilities
854,4-854,BROWNWOOD,False,VA,Brownwood, Tx  CBOC,1548211154,674GB,TEXAS,CBOC,VISN 17,CENTRAL TEXAS HCS,Ambulatory Health Care Facilities
855,4-855,ANAHEIM,CA CBOC,False,VA,ANAHEIM VETERANS HEALTH CLINIC,1699726851,600GA,CALIFORNIA,CBOC,VISN 22,LONG BEACH,CA VAMC,Ambulatory Health Care Facilities
856,4-856,SANTA ANA,CA CBOC,False,VA,SANTA ANA VETERANS HEALTH CLINIC,1598703563,600GB,CALIFORNIA,CBOC,VISN 22,LONG BEACH,CA VAMC,Ambulatory Health Care Facilities
857,4-857,ZZGAINESVILLE PRRTP,True,VA,THIS ENTRY ENTERED IN ERROR,,673PA,FLORIDA,OPC,,,
858,4-858,VALDOSTA,False,VA,VALDOSTA CBOC,1306886791,573GA,GEORGIA,CBOC,VISN 8,N. FLORIDA_S. GEORGIA VHS,Ambulatory Health Care Facilities
859,4-859,LAKE CITY STATE HOME,False,,,,573DU,FLORIDA,STNB,VISN 8,N. FLORIDA_S. GEORGIA VHS,
860,4-860,ST. AUGUSTINE,False,VA,ST. AUGUSTINE CBOC,1922041003,573GE,FLORIDA,CBOC,VISN 8,N. FLORIDA_S. GEORGIA VHS,Ambulatory Health Care Facilities
861,4-861,OCALA,False,VA,OCALA CBOC,1295772747,573GD,FLORIDA,CBOC,VISN 8,N. FLORIDA_S. GEORGIA VHS,Ambulatory Health Care Facilities
862,4-862,GAINESVILLE NHC,False,VA,,,5739A,FLORIDA,NHC,,N. FLORIDA_S. GEORGIA VHS,
863,4-863,LAKE CITY NHC,False,VA,LAKE CITY NHC,,5739B,FLORIDA,NHC,VISN 8,,
864,4-864,WATERBURY,False,VA,WATERBURY,1952345068,689GA,CONNECTICUT,CBOC,VISN 1,CONNECTICUT HCS,Ambulatory Health Care Facilities
865,4-865,STAMFORD,False,VA,STAMFORD,,689GB,CONNECTICUT,CBOC,VISN 1,CONNECTICUT HCS,
866,4-866,ZZ ROCHESTER,True,VA,,,532GA,NEW YORK,CBOC,,,
867,4-867,MINOT CBOC,False,VA,MINOT CBOC,1528006574,437GD,NORTH DAKOTA,CBOC,VISN 23,FARGO VAMROC,Ambulatory Health Care Facilities
868,4-868,ZZ SCHENECTADY,True,VA,,,500GF,NEW YORK,CBOC,,,
869,4-869,ALIQUIPPA, PA CBOC,False,VA,ALIQUIPPA VA PRIMARY CARE OUTPATIENT CLINIC,1275584757,646GC,PENNSYLVANIA,CBOC,VISN 4,PITTSBURGH (UD), PA VAMC,Ambulatory Health Care Facilities
870,4-870,PAC MED,False,VA,PUGET SOUND HEALTH CARE SYSTEM - PAC MED CBOC,1477509933,663GA,WASHINGTON,CBOC,VISN 20,PUGET SOUND HCS,Ambulatory Health Care Facilities
871,4-871,UTAH,False,OTHER,UTAH STATE VETERANS NURSING HOME (660DU),,660DU,UTAH,STNB,VISN 19,SALT LAKE CITY HCS,
872,4-872,ZZ READING CBOC,True,VA,COMMUNITY BASED OUTPT CLINIC,,542GC,PENNSYLVANIA,CBOC,,,
873,4-873,COATESVILLE CBOC,False,VA,COATESVILLE CBOC,,542GH,PENNSYLVANIA,CBOC,VISN 4,COATESVILLE VAMC,
874,4-874,ZZ VENTNOR CBOC,True,VA,VENTNOR CBOC,,542GI,NEW JERSEY,CBOC,,,
875,4-875,ARMSTRONG COUNTY,False,VA,Butler VAMC - Armstrong CBOC,1376585588,529GC,PENNSYLVANIA,CBOC,VISN 4,BUTLER,Ambulatory Health Care Facilities
876,4-876,AKRON CBOC,False,VA,AKRON CBOC,1134179799,541GG,OHIO,CBOC,VISN 10,CLEVELAND VAMC,Ambulatory Health Care Facilities
877,4-877,ZZ GALESBURG CBOC,True,VA,,,584GC,ILLINOIS,CBOC,,,
878,4-878,ROGERSVILLE CBOC,False,VA,ROGERSVILLE CBOC,1700824646,621GA,TENNESSEE,CBOC,VISN 9,MOUNTAIN HOME VAMC,Ambulatory Health Care Facilities
879,4-879,MOUNTAIN CITY CBOC,False,VA,MOUNTAIN CITY CBOC,1730122714,621GB,TENNESSEE,CBOC,VISN 9,MOUNTAIN HOME VAMC,Ambulatory Health Care Facilities
880,4-880,NORTON CBOC,False,VA,NORTON CBOC,1841237385,621GC,VIRGINIA,CBOC,VISN 9,MOUNTAIN HOME VAMC,Ambulatory Health Care Facilities
881,4-881,SACRAMENTO VAMC,False,VA,SACRAMENTO VAMC,1497705834,612A4,CALIFORNIA,VAMC,VISN 21,NORTHERN CALIFORNIA HCS,Hospitals
882,4-882,REDDING,False,VA,REDDING OPC,1730127762,612B4,CALIFORNIA,OPC,VISN 21,NORTHERN CALIFORNIA HCS,Ambulatory Health Care Facilities
883,4-883,MARE ISLAND,False,VA,MARE ISLAND OPC,1962443572,612GE,CALIFORNIA,CBOC,VISN 21,NORTHERN CALIFORNIA HCS,Ambulatory Health Care Facilities
884,4-884,FAIRFIELD,False,VA,FAIRFIELD OPC,,612GD,CALIFORNIA,CBOC,VISN 21,NORTHERN CALIFORNIA HCS,
885,4-885,LACKAWANNA CBOC,False,VA,LACKAWANNA CBOC,1821045915,528GQ,NEW YORK,CBOC,VISN 2,UPSTATE NEW YORK HCS,Ambulatory Health Care Facilities
886,4-886,OLEAN,False,VA,OLEAN CBOC,1821035270,528GR,NEW YORK,CBOC,VISN 2,UPSTATE NEW YORK HCS,Ambulatory Health Care Facilities
887,4-887,ZZ ERIE COUNTY,True,VA,ERIE COUNTY CBOC,,528GS,NEW YORK,CBOC,,,
888,4-888,CAMP HILL,False,VA,CAMPHILL CLINIC,1346291937,595GA,PENNSYLVANIA,CBOC,VISN 4,LEBANON VAMC,Ambulatory Health Care Facilities
889,4-889,LAKELAND CBOC,False,VA,LAKELAND CBOC,1811944796,673GB,FLORIDA,CBOC,VISN 8,TAMPA VAMC,Ambulatory Health Care Facilities
890,4-890,ZEPHYRHILLS CBOC,False,VA,ZEPHYRHILLS CBOC,1720027600,673GF,FLORIDA,CBOC,VISN 8,TAMPA VAMC,Ambulatory Health Care Facilities
891,4-891,MARTHA'S VINEYARD,False,VA,MARTHA'S VINEYARD CBOC,1700833282,650GC,MASSACHUSETTS,CBOC,VISN 1,PROVIDENCE VAMC,Ambulatory Health Care Facilities
892,4-892,MIDDLETOWN,False,VA,MIDDLETOWN CBOC,1831136050,650GD,RHODE ISLAND,CBOC,VISN 1,PROVIDENCE VAMC,Ambulatory Health Care Facilities
893,4-893,FREDERICKSBURG CBOC,False,VA,FREDERICKSBURG CBOC,1093752099,652GA,VIRGINIA,CBOC,VISN 6,RICHMOND VAMC,Ambulatory Health Care Facilities
894,4-894,SOUTH BRONX CBOC,False,VA,SOUTH BRONX CLINIC,1689614018,526GC,NEW YORK,CBOC,VISN 3,BRONX VAMC,Ambulatory Health Care Facilities
895,4-895,QUEENS CBOC,False,VA,NORTH QUEENS CLINIC,1558309047,526GD,NEW YORK,CBOC,VISN 3,BRONX VAMC,Ambulatory Health Care Facilities
896,4-896,GLOUCESTER CBOC,False,VA,GLOUCESTER CBOC,1932153368,518GE,MASSACHUSETTS,CBOC,VISN 1,BEDFORD VAMC,Ambulatory Health Care Facilities
897,4-897,TRUTH OR CONSEQUENCES (CBOC),False,VA,TRUTH OR CONSEQUENCES (CBOC),1619917044,501GH,NEW MEXICO,CBOC,VISN 18,NEW MEXICO HCS,Ambulatory Health Care Facilities
898,4-898,ALAMOGORDO (CBOC),False,VA,ALAMOGORDO (CBOC),1053361634,501GI,NEW MEXICO,CBOC,VISN 18,NEW MEXICO HCS,Ambulatory Health Care Facilities
899,4-899,CAPITAL REGION DATA CTR (CRDC),False,VA,CAPITAL REGION DATA CTR (CRDC),,103,WEST VIRGINIA,OTHER,,,
900,4-900,VBA MORTGAGE LOAN,False,,,,105,,VBA,,,
901,4-901,CENTRAL OFFICE (123),False,VA,,,123,DISTRICT OF COLUMBIA,CO,,,
902,4-902,WASHINGTON (DPC),False,VA,,,205,DISTRICT OF COLUMBIA,DPC,,,
903,4-903,WASHINGTON (DPC),False,VA,WASHINGTON CENTRALIZED DEVELOPMENT CENTER,,207,DISTRICT OF COLUMBIA,DPC,,,
904,4-904,HINES, IL (SDC),False,VA,HINES SYSTEM DEVELOPMENT CENTER,,283,ILLINOIS,OTHER,,,
905,4-905,PHILADELPHIA SUPPLY DEPOT,False,VA,,,285,PENNSYLVANIA,OTHER,,,
906,4-906,ROME-RO,False,VA,,,374,,RO,,,
907,4-907,ST. LOUIS (RPC),False,VA,,,375,MISSOURI,RPC,,,
908,4-908,ARMY,False,,,,378,,USAH,,,
909,4-909,NAVY,False,,,,379,,USNH,,,
910,4-910,MARINE,False,,,,380,,USMC,,,
911,4-911,AIR FORCE,False,,,,381,,USAF,,,
912,4-912,COAST GUARD,False,,,,382,,USCG,,,
913,4-913,PUBLIC HEALTH SERVICE,False,,,,383,,PHS,,,
914,4-914,NOA,False,,,,384,,OTHER,,,
915,4-915,DEBT MANAGEMENT CENTER,False,,,,389,MINNESOTA,OTHER,,,
916,4-916,EASTERN AREA OFFICE,False,VA,,,392,MARYLAND,OTHER,,,
917,4-917,SOUTHERN AREA OFFICE,False,VA,,,393,MICHIGAN,OTHER,,,
918,4-918,CENTRAL AREA OFFICE,False,VA,,,394,MICHIGAN,OTHER,,,
919,4-919,WESTERN AREA OFFICE,False,VA,,,395,CALIFORNIA,OTHER,,,
920,4-920,JACKSON VAMROC,False,VA,,,423,MISSISSIPPI,M&ROC,,,
